id;name;jhi_key;account_type;ordered_by;jhi_level;isleaf;balance_account_id;legal_entity_id;chart_of_accounts_id;upper_account_id
157936;Balance sheet statement / Income statement - CSSF (IAS39);0;TOP;1;0;false;157936;AAA;1;null
157939; Assets;1;ASSETS;2;1;false;157939;AAA;1;157936
157945;Cash and cash balances with central banks;1.01;ASSETS;3;2;false;157945;AAA;1;157939
158169;Cash and cash balances with central banks;1.01.01.01;ASSETS;4;8;true;158169;AAA;1;157945
158171;Cashier desk;1.01.01.02;ASSETS;5;8;true;158171;AAA;1;157945
158170;Cash and cash balances with central banks - accrued interests;1.01.01.81;ASSETS;6;8;true;158170;AAA;1;157945
157951;Financial assets held for trading ;1.02;ASSETS;7;2;false;157951;AAA;1;157939
158005;Derivatives held for trading ;1.02.01;ASSETS;8;3;false;158005;AAA;1;157951
158179;(Trading) Options/Cap/Floor/Collar/Swaption;1.02.01.01;ASSETS;9;8;true;158179;AAA;1;158005
158172;(Trading) IRS;1.02.01.02;ASSETS;10;8;true;158172;AAA;1;158005
158173;(Trading) CIRS;1.02.01.03;ASSETS;11;8;true;158173;AAA;1;158005
158174;(Trading) FRA;1.02.01.04;ASSETS;12;8;true;158174;AAA;1;158005
158175;(Trading) CDS;1.02.01.05;ASSETS;13;8;true;158175;AAA;1;158005
158176;(Trading) Outright;1.02.01.06;ASSETS;14;8;true;158176;AAA;1;158005
158177;(Trading) Currency swap;1.02.01.07;ASSETS;15;8;true;158177;AAA;1;158005
213316;(Trading) TRS;1.02.01.08;ASSETS;16;8;true;213316;AAA;1;158005
158178;(Trading) Other;1.02.01.99;ASSETS;17;8;true;158178;AAA;1;158005
158006;Equity instruments;1.02.02;ASSETS;18;3;false;158006;AAA;1;157951
158180;(Trading) Equity instruments;1.02.02.01;ASSETS;19;8;true;158180;AAA;1;158006
158007;Debt instruments;1.02.03;ASSETS;20;3;false;158007;AAA;1;157951
158181;(Trading) Debt instruments;1.02.03.01;ASSETS;21;8;true;158181;AAA;1;158007
158182;(Trading) Debt instruments - accrued interests;1.02.03.81;ASSETS;22;8;true;158182;AAA;1;158007
158008;Loans and advances;1.02.04;ASSETS;23;3;false;158008;AAA;1;157951
158183;(Trading) Loans and advances - at sight;1.02.04.01;ASSETS;24;8;true;158183;AAA;1;158008
158184;(Trading) Loans and advances - fix term;1.02.04.02;ASSETS;25;8;true;158184;AAA;1;158008
158185;(Trading) Loans and advances - accrued interests;1.02.04.81;ASSETS;26;8;true;158185;AAA;1;158008
158009;Other;1.02.99;ASSETS;27;3;false;158009;AAA;1;157951
158186;(Trading) Other;1.02.99.01;ASSETS;28;8;true;158186;AAA;1;158009
157943;Financial assets designated at fair value through profit or loss;1.03;ASSETS;29;2;false;157943;AAA;1;157939
158010;Equity instruments ;1.03.01;ASSETS;30;3;false;158010;AAA;1;157943
158187;(FVO) Equity instruments ;1.03.01.01;ASSETS;31;8;true;158187;AAA;1;158010
158011;Debt instruments ;1.03.02;ASSETS;32;3;false;158011;AAA;1;157943
158188;(FVO) Debt instruments ;1.03.02.01;ASSETS;33;8;true;158188;AAA;1;158011
158189;(FVO) Debt instruments - accrued interests;1.03.02.81;ASSETS;34;8;true;158189;AAA;1;158011
158012;Loans and advances;1.03.03;ASSETS;35;3;false;158012;AAA;1;157943
158190;(FVO) Loans and advances - at sight;1.03.03.01;ASSETS;36;8;true;158190;AAA;1;158012
158191;(FVO) Loans and advances - fix term;1.03.03.02;ASSETS;37;8;true;158191;AAA;1;158012
158192;(FVO) Loans and advances - accrued interests;1.03.03.81;ASSETS;38;8;true;158192;AAA;1;158012
158013;Other;1.03.99;ASSETS;39;3;false;158013;AAA;1;157943
158193;(FVO) Other;1.03.99.01;ASSETS;40;8;true;158193;AAA;1;158013
157944;Available-for-sale financial assets;1.04;ASSETS;41;2;false;157944;AAA;1;157939
158014;Equity instruments;1.04.01;ASSETS;42;3;false;158014;AAA;1;157944
158196;(AFS) Equity instruments;1.04.01.01;ASSETS;43;8;true;158196;AAA;1;158014
158195;(AFS) Participations in associates;1.04.01.02;ASSETS;44;8;true;158195;AAA;1;158014
158194;(AFS) Equity instruments - impairment;1.04.01.91;ASSETS;45;8;true;158194;AAA;1;158014
158015;Debt instruments ;1.04.02;ASSETS;46;3;false;158015;AAA;1;157944
158200;(AFS) Debt instruments ;1.04.02.01;ASSETS;47;8;true;158200;AAA;1;158015
158197;(AFS) Debt instruments - accrued interests;1.04.02.81;ASSETS;48;8;true;158197;AAA;1;158015
158199;(AFS) Debt instruments - impairment;1.04.02.91;ASSETS;49;8;true;158199;AAA;1;158015
158198;(AFS) Debt instruments - impairment accrued interests;1.04.02.98;ASSETS;50;8;true;158198;AAA;1;158015
158016;Loans and advances;1.04.03;ASSETS;51;3;false;158016;AAA;1;157944
158204;(AFS) Loans and advances - at sight;1.04.03.01;ASSETS;52;8;true;158204;AAA;1;158016
158201;(AFS) Loans and advances - fix term;1.04.03.02;ASSETS;53;8;true;158201;AAA;1;158016
158202;(AFS) Loans and advances - accrued interests;1.04.03.81;ASSETS;54;8;true;158202;AAA;1;158016
158203;(AFS) Loans and advances - impairment;1.04.03.91;ASSETS;55;8;true;158203;AAA;1;158016
158205;(AFS) Loans and advances - impairment accrued interests;1.04.03.98;ASSETS;56;8;true;158205;AAA;1;158016
158017;Other;1.04.99;ASSETS;57;3;false;158017;AAA;1;157944
158206;(AFS) Other;1.04.99.01;ASSETS;58;8;true;158206;AAA;1;158017
157955;Loans and receivables (including finance leases);1.05;ASSETS;59;2;false;157955;AAA;1;157939
158019;Debt instruments;1.05.01;ASSETS;60;3;false;158019;AAA;1;157955
158211;(LAR) Debt instruments ;1.05.01.01;ASSETS;61;8;true;158211;AAA;1;158019
158209;(LAR) Debt instruments - FVH reserve;1.05.01.61;ASSETS;62;8;true;158209;AAA;1;158019
158208;(LAR) Debt instruments - accrued interests;1.05.01.81;ASSETS;63;8;true;158208;AAA;1;158019
158207;(LAR) Debt instruments - impairment;1.05.01.91;ASSETS;64;8;true;158207;AAA;1;158019
158212;(LAR) Debt instruments - impairment accrued interests;1.05.01.98;ASSETS;65;8;true;158212;AAA;1;158019
158018;Loans and advances;1.05.02;ASSETS;66;3;false;158018;AAA;1;157955
158217;(AC) Loans and advances - at sight;1.05.02.01;ASSETS;67;8;true;158217;AAA;1;158018
158216;(AC) Loans and advances - fix term;1.05.02.02;ASSETS;68;8;true;158216;AAA;1;158018
158214;(AC) Loans and advances - FVH reserve;1.05.02.61;ASSETS;69;8;true;158214;AAA;1;158018
158213;(AC) Loans and advances - accrued interests;1.05.02.81;ASSETS;70;8;true;158213;AAA;1;158018
158218;(AC) Loans and advances - impairment;1.05.02.91;ASSETS;71;8;true;158218;AAA;1;158018
158219;(AC) Loans and advances - impairment accrued interests;1.05.02.98;ASSETS;72;8;true;158219;AAA;1;158018
158020;Repo;1.05.03;ASSETS;73;3;false;158020;AAA;1;157955
158220;(AC) Repo;1.05.03.01;ASSETS;74;8;true;158220;AAA;1;158020
158221;(AC) Repo - accrued interests;1.05.03.81;ASSETS;75;8;true;158221;AAA;1;158020
158222;(AC) Repo - impairment;1.05.03.91;ASSETS;76;8;true;158222;AAA;1;158020
158223;(AC) Repo - impairment accrued interests;1.05.03.98;ASSETS;77;8;true;158223;AAA;1;158020
158021;Collateral cash;1.05.04;ASSETS;78;3;false;158021;AAA;1;157955
158225;(AC) Collateral cash;1.05.04.01;ASSETS;79;8;true;158225;AAA;1;158021
158226;(AC) Collateral cash - accrued interests;1.05.04.81;ASSETS;80;8;true;158226;AAA;1;158021
158227;(AC) Collateral cash - impairment;1.05.04.91;ASSETS;81;8;true;158227;AAA;1;158021
158224;(AC) Collateral cash - impairment accrued interests;1.05.04.98;ASSETS;82;8;true;158224;AAA;1;158021
157950;Held-to-maturity investments ;1.06;ASSETS;83;2;false;157950;AAA;1;157939
158022;Debt instruments ;1.06.01;ASSETS;84;3;false;158022;AAA;1;157950
158231;(HTM) Debt instruments ;1.06.01.01;ASSETS;85;8;true;158231;AAA;1;158022
158230;(HTM) Debt instruments - accrued interests;1.06.01.81;ASSETS;86;8;true;158230;AAA;1;158022
158229;(HTM) Debt instruments - impairment;1.06.01.91;ASSETS;87;8;true;158229;AAA;1;158022
158228;(HTM) Debt instruments - impairment accrued interests;1.06.01.98;ASSETS;88;8;true;158228;AAA;1;158022
158023;Loans and advances;1.06.02;ASSETS;89;3;false;158023;AAA;1;157950
158236;(HTM) Loans and advances - at sight;1.06.02.01;ASSETS;90;8;true;158236;AAA;1;158023
158234;(HTM) Loans and advances - fix term;1.06.02.02;ASSETS;91;8;true;158234;AAA;1;158023
158233;(HTM) Loans and advances - accrued interests;1.06.02.81;ASSETS;92;8;true;158233;AAA;1;158023
158232;(HTM) Loans and advances - impairment;1.06.02.91;ASSETS;93;8;true;158232;AAA;1;158023
158235;(HTM) Loans and advances - impairment accrued interests;1.06.02.98;ASSETS;94;8;true;158235;AAA;1;158023
157949;Derivatives – Hedge accounting ;1.07;ASSETS;95;2;false;157949;AAA;1;157939
158027;Fair value hedges;1.07.01;ASSETS;96;3;false;158027;AAA;1;157949
158237;(Hedge) Options/Cap/Floor/Collar/Swaption;1.07.01.01;ASSETS;97;8;true;158237;AAA;1;158027
158238;(Hedge) IRS;1.07.01.02;ASSETS;98;8;true;158238;AAA;1;158027
158239;(Hedge) CIRS;1.07.01.03;ASSETS;99;8;true;158239;AAA;1;158027
158240;(Hedge) FRA;1.07.01.04;ASSETS;100;8;true;158240;AAA;1;158027
158241;(Hedge) CDS;1.07.01.05;ASSETS;101;8;true;158241;AAA;1;158027
158242;(Hedge) Outright;1.07.01.06;ASSETS;102;8;true;158242;AAA;1;158027
158244;(Hedge) Currency swap;1.07.01.07;ASSETS;103;8;true;158244;AAA;1;158027
213317;(Hedge) TRS;1.07.01.08;ASSETS;104;8;true;213317;AAA;1;158027
158243;(Hedge) Other;1.07.01.99;ASSETS;105;8;true;158243;AAA;1;158027
158024;Cash flow hedges;1.07.02;ASSETS;106;3;false;158024;AAA;1;157949
158245;Cash flow hedges;1.07.02.01;ASSETS;107;8;true;158245;AAA;1;158024
158026;Hedges of a net investment in a foreign operation;1.07.03;ASSETS;108;3;false;158026;AAA;1;157949
158246;Hedges of a net investment in a foreign operation;1.07.03.01;ASSETS;109;8;true;158246;AAA;1;158026
158025;Fair value hedge of interest rate risk;1.07.04;ASSETS;110;3;false;158025;AAA;1;157949
158247;Fair value hedge of interest rate risk;1.07.04.01;ASSETS;111;8;true;158247;AAA;1;158025
158028;Cash flow hedge of interest rate risk;1.07.05;ASSETS;112;3;false;158028;AAA;1;157949
158248;Cash flow hedge of interest rate risk;1.07.05.01;ASSETS;113;8;true;158248;AAA;1;158028
157948;Fair value changes of the hedged items in portfolio hedge of interest rate risk ;1.08;ASSETS;114;2;false;157948;AAA;1;157939
158249;Fair value changes of the hedged items in portfolio hedge of interest rate risk ;1.08.01.01;ASSETS;115;8;true;158249;AAA;1;157948
157947;Tangible assets;1.09;ASSETS;116;2;false;157947;AAA;1;157939
158030;Bank buildings and other properties;1.09.01;ASSETS;117;3;false;158030;AAA;1;157947
158254;Bank buildings and other properties - acquisition costs;1.09.01.01;ASSETS;118;8;true;158254;AAA;1;158030
158250;Bank buildings and other properties - accumulated main depreciation;1.09.01.71;ASSETS;119;8;true;158250;AAA;1;158030
232276;Bank buildings and other properties - accumulated special depreciation;1.09.01.73;ASSETS;120;8;true;232276;AAA;1;158030
232277;Bank buildings and other properties - main depreciation - accruals;1.09.01.81;ASSETS;121;8;true;232277;AAA;1;158030
158252;Bank buildings and other properties - accumulated impairments;1.09.01.91;ASSETS;122;8;true;158252;AAA;1;158030
158029;Other tangible fixed assets;1.09.02;ASSETS;123;3;false;158029;AAA;1;157947
158256;Other tangible fixed assets - acquisition costs;1.09.02.01;ASSETS;124;8;true;158256;AAA;1;158029
158260;Other tangible fixed assets - accumulated main depreciation;1.09.02.71;ASSETS;125;8;true;158260;AAA;1;158029
232279;Other tangible fixed assets - accumulated special depreciation;1.09.02.73;ASSETS;126;8;true;232279;AAA;1;158029
232278;Other tangible fixed assets - main depreciation - accruals;1.09.02.81;ASSETS;127;8;true;232278;AAA;1;158029
158258;Other tangible fixed assets - accumulated impairments;1.09.02.91;ASSETS;128;8;true;158258;AAA;1;158029
232275;Assets under construction;1.09.03;ASSETS;129;3;false;232275;AAA;1;157947
232280;Assets under construction - acquisition costs;1.09.03.01;ASSETS;130;8;true;232280;AAA;1;232275
232281;Assets under construction - accumulated impairments;1.09.03.91;ASSETS;131;8;true;232281;AAA;1;232275
232274;Investment property ;1.09.09;ASSETS;132;3;false;232274;AAA;1;157947
232284;Investment property ;1.09.09.01;ASSETS;133;8;true;232284;AAA;1;232274
232286;Investment property  - amortization;1.09.09.71;ASSETS;134;8;true;232286;AAA;1;232274
232282;Investment property  - depreciation;1.09.09.91;ASSETS;135;8;true;232282;AAA;1;232274
157946;Intangible assets;1.10;ASSETS;136;2;false;157946;AAA;1;157939
158032;Goodwill;1.10.01;ASSETS;137;3;false;158032;AAA;1;157946
158264;Goodwill;1.10.01.01;ASSETS;138;8;true;158264;AAA;1;158032
158262;Goodwill - depreciation;1.10.01.91;ASSETS;139;8;true;158262;AAA;1;158032
158031;Other intangible assets;1.10.99;ASSETS;140;3;false;158031;AAA;1;157946
158266;Other intangible assets - acquisition costs;1.10.99.01;ASSETS;141;8;true;158266;AAA;1;158031
158268;Other intangible assets - accumulated main depreciation;1.10.99.71;ASSETS;142;8;true;158268;AAA;1;158031
232288;Other intangible assets - accumulated special depreciation;1.10.99.73;ASSETS;143;8;true;232288;AAA;1;158031
232289;Other intangible assets - main depreciation - accruals;1.10.99.81;ASSETS;144;8;true;232289;AAA;1;158031
158270;Other intangible assets - accumulated impairments;1.10.99.91;ASSETS;145;8;true;158270;AAA;1;158031
157954;Tax assets ;1.12;ASSETS;146;2;false;157954;AAA;1;157939
158034;Current tax assets;1.12.01;ASSETS;147;3;false;158034;AAA;1;157954
158272;Current tax assets;1.12.01.01;ASSETS;148;8;true;158272;AAA;1;158034
158033;Deferred tax assets ;1.12.02;ASSETS;149;3;false;158033;AAA;1;157954
158274;Deferred tax assets ;1.12.02.01;ASSETS;150;8;true;158274;AAA;1;158033
157953;Other assets ;1.13;ASSETS;151;2;false;157953;AAA;1;157939
158039;Settlement accounts;1.13.01;ASSETS;152;3;false;158039;AAA;1;157953
158276;Settlement accounts;1.13.01.01;ASSETS;153;8;true;158276;AAA;1;158039
158038;Sundry Debtors;1.13.02;ASSETS;154;3;false;158038;AAA;1;157953
158278;Sundry Debtors;1.13.02.01;ASSETS;155;8;true;158278;AAA;1;158038
158037;Stock Accounts and various uses;1.13.03;ASSETS;156;3;false;158037;AAA;1;157953
158280;Stock Accounts and various uses;1.13.03.01;ASSETS;157;8;true;158280;AAA;1;158037
158036;Regularization accounts;1.13.04;ASSETS;158;3;false;158036;AAA;1;157953
158282;Prepaid expenses;1.13.04.01;ASSETS;159;8;true;158282;AAA;1;158036
158284;Income claims;1.13.04.02;ASSETS;160;8;true;158284;AAA;1;158036
158286;VAT - Claims on tax office;1.13.04.03;ASSETS;161;8;true;158286;AAA;1;158036
206340;WTAX - Claims on tax office;1.13.04.04;ASSETS;162;8;true;206340;AAA;1;158036
158035;Headquarters and branches;1.13.05;ASSETS;163;3;false;158035;AAA;1;157953
158288;Headquarters and branches;1.13.05.01;ASSETS;164;8;true;158288;AAA;1;158035
210212;TEST ONLY: Tax refund Swiss withholding tax (FTA) - Final Withholding Tax;1.13.60;ASSETS;165;3;false;210212;AAA;1;157953
210214;TEST ONLY: CH FWT - refund Swiss withholding tax (agreement CH/UK);1.13.60.10;ASSETS;166;8;true;210214;AAA;1;210212
210216;TEST ONLY: CH FWT - refund Swiss withholding tax (agreement CH/AT);1.13.60.20;ASSETS;167;8;true;210216;AAA;1;210212
158040;Auxiliary accounts;1.13.99;ASSETS;168;3;false;158040;AAA;1;157953
158290;Auxiliary accounts;1.13.99.01;ASSETS;169;8;true;158290;AAA;1;158040
228308;Auxiliary account for fixed asset acquisitions;1.13.99.02;ASSETS;170;8;true;228308;AAA;1;158040
228306;Auxiliary account for fixed asset retirements;1.13.99.03;ASSETS;171;8;true;228306;AAA;1;158040
157952;Non-current assets and disposal groups classified as held for sale;1.14;ASSETS;172;2;false;157952;AAA;1;157939
158292;Non-current assets and disposal groups classified as held for sale;1.14.01.01;ASSETS;173;8;true;158292;AAA;1;157952
157942;Liabilities;2;LIABILITIES;174;1;false;157942;AAA;1;157936
157967;Deposits from central banks;2.01;LIABILITIES;175;2;false;157967;AAA;1;157942
158295;Deposits from central banks;2.01.01.01;LIABILITIES;176;8;true;158295;AAA;1;157967
158294;Deposits from central banks - accrued interests;2.01.01.81;LIABILITIES;177;8;true;158294;AAA;1;157967
157966;Financial liabilities held for trading;2.02;LIABILITIES;178;2;false;157966;AAA;1;157942
158042;Derivatives held for trading;2.02.01;LIABILITIES;179;3;false;158042;AAA;1;157966
158301;(Trading) Options/Cap/Floor/Collar/Swaption;2.02.01.01;LIABILITIES;180;8;true;158301;AAA;1;158042
158300;(Trading) IRS;2.02.01.02;LIABILITIES;181;8;true;158300;AAA;1;158042
158296;(Trading) CIRS;2.02.01.03;LIABILITIES;182;8;true;158296;AAA;1;158042
158297;(Trading) FRA;2.02.01.04;LIABILITIES;183;8;true;158297;AAA;1;158042
158298;(Trading) CDS;2.02.01.05;LIABILITIES;184;8;true;158298;AAA;1;158042
158299;(Trading) Outright;2.02.01.06;LIABILITIES;185;8;true;158299;AAA;1;158042
158302;(Trading) Currency swap;2.02.01.07;LIABILITIES;186;8;true;158302;AAA;1;158042
213318;(Trading) TRS;2.02.01.08;LIABILITIES;187;8;true;213318;AAA;1;158042
158303;(Trading) Other;2.02.01.99;LIABILITIES;188;8;true;158303;AAA;1;158042
158041;Short positions ;2.02.02;LIABILITIES;189;3;false;158041;AAA;1;157966
158304;(Trading) Short positions ;2.02.02.01;LIABILITIES;190;8;true;158304;AAA;1;158041
158043;Deposits from credit institutions;2.02.03;LIABILITIES;191;3;false;158043;AAA;1;157966
158305;(Trading) Deposits from credit institutions;2.02.03.01;LIABILITIES;192;8;true;158305;AAA;1;158043
158306;(Trading) Deposits from credit institutions - accrued interests;2.02.03.81;LIABILITIES;193;8;true;158306;AAA;1;158043
158044;Deposits (other than from credit institutions);2.02.04;LIABILITIES;194;3;false;158044;AAA;1;157966
158307;(Trading) Deposits (other than from credit institutions);2.02.04.01;LIABILITIES;195;8;true;158307;AAA;1;158044
158308;(Trading) Deposits (other than from credit institutions) - accrued interests;2.02.04.81;LIABILITIES;196;8;true;158308;AAA;1;158044
158045;Debt certificates (including bonds intended for repurchase in short term);2.02.05;LIABILITIES;197;3;false;158045;AAA;1;157966
158309;(Trading) Debt instruments;2.02.05.01;LIABILITIES;198;8;true;158309;AAA;1;158045
158310;(Trading) Debt instruments - accrued interests;2.02.05.81;LIABILITIES;199;8;true;158310;AAA;1;158045
158046;Other financial liabilities;2.02.99;LIABILITIES;200;3;false;158046;AAA;1;157966
158311;(Trading) Other financial liabilities;2.02.99.01;LIABILITIES;201;8;true;158311;AAA;1;158046
158312;(Trading) Other financial liabilities - accrued interests;2.02.99.81;LIABILITIES;202;8;true;158312;AAA;1;158046
157965;Financial liabilities designated at fair value through profit or loss ;2.03;LIABILITIES;203;2;false;157965;AAA;1;157942
158048;Deposits from credit institutions;2.03.01;LIABILITIES;204;3;false;158048;AAA;1;157965
158314;(FVO) Deposits from credit institutions;2.03.01.01;LIABILITIES;205;8;true;158314;AAA;1;158048
158313;(FVO) Deposits from credit institutions - accrued interests;2.03.01.81;LIABILITIES;206;8;true;158313;AAA;1;158048
158047;Deposits (other than from credit institutions);2.03.02;LIABILITIES;207;3;false;158047;AAA;1;157965
158316;(FVO) Deposits (other than from credit institutions);2.03.02.01;LIABILITIES;208;8;true;158316;AAA;1;158047
158315;(FVO) Deposits (other than from credit institutions) - accrued interests;2.03.02.81;LIABILITIES;209;8;true;158315;AAA;1;158047
158049;Debt certificates (including bonds);2.03.03;LIABILITIES;210;3;false;158049;AAA;1;157965
158317;(FVO) Debt certificates (including bonds);2.03.03.01;LIABILITIES;211;8;true;158317;AAA;1;158049
158318;(FVO) Debt certificates (including bonds) - accrued interests;2.03.03.81;LIABILITIES;212;8;true;158318;AAA;1;158049
158051;Subordinated liabilities;2.03.04;LIABILITIES;213;3;false;158051;AAA;1;157965
158319;(FVO) Subordinated liabilities;2.03.04.01;LIABILITIES;214;8;true;158319;AAA;1;158051
158050;Other financial liabilities;2.03.99;LIABILITIES;215;3;false;158050;AAA;1;157965
158320;(FVO) Other financial liabilities;2.03.99.01;LIABILITIES;216;8;true;158320;AAA;1;158050
157964;Financial liabilities measured at amortised cost;2.04;LIABILITIES;217;2;false;157964;AAA;1;157942
158052;Deposits from credit institutions;2.04.01;LIABILITIES;218;3;false;158052;AAA;1;157964
158322;(AC) Deposits from credit institutions;2.04.01.01;LIABILITIES;219;8;true;158322;AAA;1;158052
158321;(AC) Deposits from credit institutions - accrued interests;2.04.01.81;LIABILITIES;220;8;true;158321;AAA;1;158052
158053;Deposits (other than from credit institutions) ;2.04.02;LIABILITIES;221;3;false;158053;AAA;1;157964
158323;(AC) Deposits (other than from credit institutions) ;2.04.02.01;LIABILITIES;222;8;true;158323;AAA;1;158053
158324;(AC) Deposits (other than from credit institutions) - accrued interests;2.04.02.81;LIABILITIES;223;8;true;158324;AAA;1;158053
158054;Debt certificates (including bonds);2.04.03;LIABILITIES;224;3;false;158054;AAA;1;157964
158325;(AC) Debt certificates (including bonds);2.04.03.01;LIABILITIES;225;8;true;158325;AAA;1;158054
158326;(AC) Debt certificates (including bonds) - accrued interests;2.04.03.81;LIABILITIES;226;8;true;158326;AAA;1;158054
158055;Subordinated liabilities;2.04.04;LIABILITIES;227;3;false;158055;AAA;1;157964
158327;(AC) Subordinated liabilities;2.04.04.01;LIABILITIES;228;8;true;158327;AAA;1;158055
158057;Repo;2.04.05;LIABILITIES;229;3;false;158057;AAA;1;157964
158328;(AC) Repo;2.04.05.01;LIABILITIES;230;8;true;158328;AAA;1;158057
158329;(AC) Repo - accrued interests;2.04.05.81;LIABILITIES;231;8;true;158329;AAA;1;158057
158056;Collateral cash;2.04.06;LIABILITIES;232;3;false;158056;AAA;1;157964
158330;(AC) Collateral cash;2.04.06.01;LIABILITIES;233;8;true;158330;AAA;1;158056
158331;(AC) Collateral cash - accrued interests;2.04.06.81;LIABILITIES;234;8;true;158331;AAA;1;158056
158058;Other financial liabilities;2.04.99;LIABILITIES;235;3;false;158058;AAA;1;157964
158332;(AC) Other financial liabilities;2.04.99.01;LIABILITIES;236;8;true;158332;AAA;1;158058
157963;Financial liabilities associated with transferred financial assets;2.05;LIABILITIES;237;2;false;157963;AAA;1;157942
158333;Financial liabilities associated with transferred financial assets;2.05.01.01;LIABILITIES;238;8;true;158333;AAA;1;157963
157962;Derivatives – Hedge accounting;2.06;LIABILITIES;239;2;false;157962;AAA;1;157942
158059;Fair value hedges;2.06.01;LIABILITIES;240;3;false;158059;AAA;1;157962
158339;(Hedge) Options/Cap/Floor/Collar/Swaption;2.06.01.01;LIABILITIES;241;8;true;158339;AAA;1;158059
158338;(Hedge) IRS;2.06.01.02;LIABILITIES;242;8;true;158338;AAA;1;158059
158337;(Hedge) CIRS;2.06.01.03;LIABILITIES;243;8;true;158337;AAA;1;158059
158336;(Hedge) FRA;2.06.01.04;LIABILITIES;244;8;true;158336;AAA;1;158059
158335;(Hedge) CDS;2.06.01.05;LIABILITIES;245;8;true;158335;AAA;1;158059
158334;(Hedge) Outright;2.06.01.06;LIABILITIES;246;8;true;158334;AAA;1;158059
158340;(Hedge) Currency swap;2.06.01.07;LIABILITIES;247;8;true;158340;AAA;1;158059
213319;(Hedge) TRS;2.06.01.08;LIABILITIES;248;8;true;213319;AAA;1;158059
158341;(Hedge) Other;2.06.01.99;LIABILITIES;249;8;true;158341;AAA;1;158059
158063;Cash flow hedges;2.06.02;LIABILITIES;250;3;false;158063;AAA;1;157962
158342;Cash flow hedges;2.06.02.01;LIABILITIES;251;8;true;158342;AAA;1;158063
158062;Hedges of a net investment in a foreign operation;2.06.03;LIABILITIES;252;3;false;158062;AAA;1;157962
158343;Hedges of a net investment in a foreign operation;2.06.03.01;LIABILITIES;253;8;true;158343;AAA;1;158062
158061;Fair value hedge of interest rate risk;2.06.04;LIABILITIES;254;3;false;158061;AAA;1;157962
158344;Fair value hedge of interest rate risk;2.06.04.01;LIABILITIES;255;8;true;158344;AAA;1;158061
158060;Cash flow hedge interest rate risk;2.06.05;LIABILITIES;256;3;false;158060;AAA;1;157962
158345;Cash flow hedge interest rate risk;2.06.05.01;LIABILITIES;257;8;true;158345;AAA;1;158060
157961;Fair value changes of the hedged items in portfolio hedge of interest rate risk ;2.07;LIABILITIES;258;2;false;157961;AAA;1;157942
158346;Fair value changes of the hedged items in portfolio hedge of interest rate risk ;2.07.01.01;LIABILITIES;259;8;true;158346;AAA;1;157961
157958;Provisions;2.08;LIABILITIES;260;2;false;157958;AAA;1;157942
158064;Restructuring;2.08.01;LIABILITIES;261;3;false;158064;AAA;1;157958
158347;Restructuring;2.08.01.01;LIABILITIES;262;8;true;158347;AAA;1;158064
